Job Title,Company Name,Location,Salary,Description,link
Database Administrator,Leading Solutions LLC,"Wright-Patterson AFB, OH 45433",,"Overview:

The Database Administrator is an expert in planning, design, implementation and managing of business-critical enterprise database technologies and cloud databases. They provide a seamless flow of information throughout the company, considering both backend data structure and frontend accessibility for end-users. The DBA performs day-to-day administration and operational support of database integrity including collecting and reporting performance data, outage data, review of log files and other monitoring. They participate in continual process improvements, in project planning, coordination and implementation.
This position supports the Enterprise Information Services for Department of Energy (DOE) Savannah River Operations Office (DOE-SR) federal government staff and site contractors at the Savannah River Site (SRS) in Aiken SC.
Responsibilities:
Expert who is aware of all organization data sources
Manage database security roles
Install, configure and maintain SQL instances and security baselines
Install, upgrade and manage database applications (SSRS, SSIS, SSAS)
Diagnose and troubleshoot database errors, including after hours and weekends
Create and update databases and tables
Configure table indexes and relationships
Create and update stored procedures
Create, update, and manage reports, visualizations, and dashboards
Create automation for repeatable database tasks
Create and maintain documentation (Security baselines, Metadata Standards, Entity Relation Diagram (ERD), dataflow diagrams)
Configure and maintain SQL Server monitoring utilities
Monitor and tune performance of database systems
Perform back-up and restore operations
Testing back-ups on a monthly/quarterly frequency
Deploy database change scripts
Create and maintain a data dictionary
Annual database needs assessment
Perform database migrations and upgrades
Experience in SQL Server and Oracle
Work with C-Level/Director level customers in IT/Business to craft their Enterprise Architecture and IT Strategies
Experience leading client specific strategic engagements involving customer/partner teams
Migrate mission critical database environments from one platform to another
Work with high availability, disaster recovery and server tuning strategies including parameters, resources, contention, etc.
Write complex procedural language artifacts: PL/SQL, TSQL PL/PgSQL, stored procedures
Perform Shell/Perl/Python Scripting
Reports to the IT/Cyber Program Manager
Qualifications:
Requires 8 years of experience with BS/BA or 5 years with MS/MA or 3 years with PhD or 12 years of experience in lieu of degrees.
Q level or Top-Secret level security clearance preferred
Experience in SQL Server and Oracle
Experience with C-Level/Director level customers in IT/Business to craft their Enterprise Architecture and IT Strategies
Experience leading client specific strategic engagements involving customer/partner teams
Experience with migrating mission critical database environments from one platform to another
Experience working with high availability, disaster recovery and server tuning strategies including parameters, resources, contention, etc.
Experience in writing complex procedural language artifacts: PL/SQL, TSQL PL/PgSQL, stored procedures
Experience in Shell/Perl/Python Scripting
Industry certs a plus",https://www.indeed.com/rc/clk?jk=101510cb850e2189&fccid=280996fb130ce95c&vjs=3
Database Analyst,Versant Health,"Myrtle Point, OR 97458•Remote",,"Temporary to Hire

SEE how you can make a difference! Be part of an innovative company that cares about its associates and helps members enjoy the wonders of sight through healthy eyes and vision.

Versant Health provides vision care to 38 million members nationwide! To ensure your continued success we provide opportunities for advancement and development.
Our associates remain engaged through a comprehensive compensation and benefits package which includes health and dental insurance, tuition reimbursements, 401(k) with company match, pet insurance and FREE vision insurance for you and your family.

Scope and Purpose of Position

The role of the Database Analyst is to develop automated and scalable reporting capabilities for internal and external customers. This includes the development, design and maintenance of reporting capabilities utilizing SQL programming and ETL tools available within the business.

Essential Functions


Development of standardized SQL queries and stored procedures across multiple disparate servers/databases
Development of ETL processes utilizing Informatica Power Center and/or SQL Server Integration Services (SSIS)
Creation of new claim reports for clients showing submission volumes, dollar amounts, client/state acceptance percentages and rejection volumes by reason code
Creation of reconciliation controls and reporting to ensure data submissions align with core system counts as well as responses from states and clients for file/data completeness
Ensure the timely and accurate generation of internal/external reporting, consistency and standardization amongst the various types of reports and databases and manage the various reporting tools utilized by Versant Health
Active participation in the development of data warehouse’s, data stores and other supplemental reporting enhancements, including the creation of new reporting templates and analytical reports, maintain a reporting schedule and documentation of reporting procedures
Collaborate with internal departments and external entities to identify and implement changes that will enhance core system data quality
Analyze, interpret and report financial and operational performance trends from various channels & departments, identifying areas performing outside of expected results
Develop efficiencies to consolidate and increase the effectiveness of outbound file development and reconciliation, and maintain departmental reports used internally and externally
Maintain current knowledge of regulations, data files, and their structures and associated database tables in the IT systems
Meet all time sensitive outbound file and data delivery dates
Interact with Client Management and Clients directly to discuss reporting requirements and deliver reporting results
Perform ad hoc duties in accordance with business needs

Education and Experience


Preferred Bachelor's degree in Computer Science or related field or equivalent combination of experience and education
5+ years SQL development experience; advance SQL skills required
3+ years’ ETL development experience using Informatica PowerCenter and/or SSIS
Experience within health care industry and knowledge of claims data highly desirable
Extensive experience with Microsoft Excel, Access and/or other data analysis reporting tools
Preferred experience with application logic with an ability to read/develop programs and review the logic of programs developed by others as well as to read file layouts
Ability to work onsite and participate in interactive onsite meetings on a regular and predictable basis
Ability to initiate immediate interaction, coordination and collaboration with team members, clients, customers etc.

HIPAA & Security Requirements
All Associates must comply with the Health Insurance Portability Accountability Act of 1996 (HIPAA) as it pertains to disclosures of protected health information (PHI) as described in the Notice of Privacy Practices and HIPAA Privacy Policies and Procedures. As a component of job roles and responsibilities, Associates may have access to covered information, cardholder data or other confidential customer information which must be protected at all times. As a result, Associates must explicitly adhere to all data security guidelines established within the Company’s Privacy & Security Training Program.

We take pride in our recruiting process and follow a merit-based employee recruitment practice with extensive screening steps. We will never request money from candidates who seek employment with us and will never ask for any payment as part of the recruitment process.

We provide equal employment opportunities (EEO) to all associates and applicants for employment without regard to race, color, religious beliefs, age, sex (including pregnancy), sexual orientation, gender identity or expression (including transgender status), national origin, ancestry, status as a protected veteran or disabled veteran, physical or mental disability or history of disability, genetic information, marital status, or any and all other categories protected by under applicable Federal, state or local law.

This policy extends to all associates and to all aspects of the employment relationship. Any associate who violates this policy will be subject to disciplinary action up to and including termination.",https://www.indeed.com/rc/clk?jk=c7850a888a4da4f3&fccid=c060d0df634ace82&vjs=3
Data Base Administrator II,Health & Human Services Comm,"Austin, TX 78754","$4,301 - $7,040 a month","The Training Environments & Support Database Administrator (DBA) plans and organizes the support of the TIERS training environments and its various components to support training for the office of Access and Eligibility Services (AES) Texas Works and Medicaid for Elderly and People with Disabilities (MEPD) programs and HHSC vendor training. The DBA will work creating bulk training data using the Training Support Application. Additional responsibilities includes: scheduling and planning of training environments; TIERS training environment validation testing; training environment database development, maintenance and administration; development of uniform standards and procedures, policies and development methodology; coordination of projects with various internal and external stakeholders; participation in the development of long-range strategic and operating plans. Helps to resolve conflict, brings resolution to problems and promote teamwork among other team members.

Works under general supervision, with moderate latitude for the use of initiative and independent judgment.


Essential Job Functions:
1. Perform junior level data modification creating bulk training data for various training environments 40%

2. Work closely with internal and external stakeholders regarding proposed training schedules, data changes, and to resolve issues/potential issue and find solutions 30%

3. Perform testing and validation of training environments during monthly maintenance or as necessary 15%

4. Works closely with PDBA and LDBA teams resolving training environment issues, and negotiation build upgrades 10%

5. Participates in workgroups and team meetings in the development and/or further refinement of business policies, procedures, and standards 5%


Knowledge Skills Abilities:
Knowledge with Microsoft Office suite specifically excel skills such as formatting and creating formulas

Knowledge of SQL creating, modifying, queries

Strong skill in problem solving and analytical skills under minimal supervision

Ability to work with management, team members, other IT teams and external and internal customers

Ability to convert business processes into a workable training application solution

Able to work independently using sound judgement and self-directing

Ability to communicate effectively with both technical and non-technical audience


Registration or Licensure Requirements:


Initial Selection Criteria:
Evidence of education and/or experience at the Systems Analyst II level or above, as defined by the State Classification Office. Working experience with HHSC TIERS suite of applications, SQL knowledge, and Microsoft Excel


Additional Information:
req#490207

***This is a statewide posting and the position may be housed in any HHSC location throughout the state, dependent on the selected candidate.***


Applicants selected for interview may be administered a practical skills exercise.

MOS Code:
There are no direct military occupation(s) that relate to the responsibilities, and registration or licensure requirements for this position. All active duty, reservists, guardsmen, and veterans are encouraged to apply if they meet the qualifications for this position.

HHS agencies use E-Verify. You must bring your I-9 documentation with you on your first day of work.
I-9 Form - Click here to download the I-9 form.
In compliance with the Americans with Disabilities Act (ADA), HHS agencies will provide reasonable accommodation during the hiring and selection process for qualified individuals with a disability. If you need assistance completing the on-line application, contact the HHS Employee Service Center at 1-888-894-4747. If you are contacted for an interview and need accommodation to participate in the interview process, please notify the person scheduling the interview.",https://www.indeed.com/rc/clk?jk=e6c6506c8b9ef84c&fccid=113517153f849886&vjs=3
Data Base Administrator,Providence IT Solutions,"Baltimore, MD 21237",,"The Training Environments & Support Database Administrator (DBA) plans and organizes the support of the TIERS training environments and its various components to support training for the office of Access and Eligibility Services (AES) Texas Works and Medicaid for Elderly and People with Disabilities (MEPD) programs and HHSC vendor training. The DBA will work creating bulk training data using the Training Support Application. Additional responsibilities includes: scheduling and planning of training environments; TIERS training environment validation testing; training environment database development, maintenance and administration; development of uniform standards and procedures, policies and development methodology; coordination of projects with various internal and external stakeholders; participation in the development of long-range strategic and operating plans. Helps to resolve conflict, brings resolution to problems and promote teamwork among other team members.

Works under general supervision, with moderate latitude for the use of initiative and independent judgment.


Essential Job Functions:
1. Perform junior level data modification creating bulk training data for various training environments 40%

2. Work closely with internal and external stakeholders regarding proposed training schedules, data changes, and to resolve issues/potential issue and find solutions 30%

3. Perform testing and validation of training environments during monthly maintenance or as necessary 15%

4. Works closely with PDBA and LDBA teams resolving training environment issues, and negotiation build upgrades 10%

5. Participates in workgroups and team meetings in the development and/or further refinement of business policies, procedures, and standards 5%


Knowledge Skills Abilities:
Knowledge with Microsoft Office suite specifically excel skills such as formatting and creating formulas

Knowledge of SQL creating, modifying, queries

Strong skill in problem solving and analytical skills under minimal supervision

Ability to work with management, team members, other IT teams and external and internal customers

Ability to convert business processes into a workable training application solution

Able to work independently using sound judgement and self-directing

Ability to communicate effectively with both technical and non-technical audience


Registration or Licensure Requirements:


Initial Selection Criteria:
Evidence of education and/or experience at the Systems Analyst II level or above, as defined by the State Classification Office. Working experience with HHSC TIERS suite of applications, SQL knowledge, and Microsoft Excel


Additional Information:
req#490207

***This is a statewide posting and the position may be housed in any HHSC location throughout the state, dependent on the selected candidate.***


Applicants selected for interview may be administered a practical skills exercise.

MOS Code:
There are no direct military occupation(s) that relate to the responsibilities, and registration or licensure requirements for this position. All active duty, reservists, guardsmen, and veterans are encouraged to apply if they meet the qualifications for this position.

HHS agencies use E-Verify. You must bring your I-9 documentation with you on your first day of work.
I-9 Form - Click here to download the I-9 form.
In compliance with the Americans with Disabilities Act (ADA), HHS agencies will provide reasonable accommodation during the hiring and selection process for qualified individuals with a disability. If you need assistance completing the on-line application, contact the HHS Employee Service Center at +91-XXXXXXXXXX. If you are contacted for an interview and need accommodation to participate in the interview process, please notify the person scheduling the interview.",https://www.indeed.com/rc/clk?jk=e6c6506c8b9ef84c&fccid=113517153f849886&vjs=3
Database Administrator,Pentasia,Remote,,"Overview:

The Database Administrator is an expert in planning, design, implementation and managing of business-critical enterprise database technologies and cloud databases. They provide a seamless flow of information throughout the company, considering both backend data structure and frontend accessibility for end-users. The DBA performs day-to-day administration and operational support of database integrity including collecting and reporting performance data, outage data, review of log files and other monitoring. They participate in continual process improvements, in project planning, coordination and implementation.
This position supports the Enterprise Information Services for Department of Energy (DOE) Savannah River Operations Office (DOE-SR) federal government staff and site contractors at the Savannah River Site (SRS) in Aiken SC.
Responsibilities:
Expert who is aware of all organization data sources
Manage database security roles
Install, configure and maintain SQL instances and security baselines
Install, upgrade and manage database applications (SSRS, SSIS, SSAS)
Diagnose and troubleshoot database errors, including after hours and weekends
Create and update databases and tables
Configure table indexes and relationships
Create and update stored procedures
Create, update, and manage reports, visualizations, and dashboards
Create automation for repeatable database tasks
Create and maintain documentation (Security baselines, Metadata Standards, Entity Relation Diagram (ERD), dataflow diagrams)
Configure and maintain SQL Server monitoring utilities
Monitor and tune performance of database systems
Perform back-up and restore operations
Testing back-ups on a monthly/quarterly frequency
Deploy database change scripts
Create and maintain a data dictionary
Annual database needs assessment
Perform database migrations and upgrades
Experience in SQL Server and Oracle
Work with C-Level/Director level customers in IT/Business to craft their Enterprise Architecture and IT Strategies
Experience leading client specific strategic engagements involving customer/partner teams
Migrate mission critical database environments from one platform to another
Work with high availability, disaster recovery and server tuning strategies including parameters, resources, contention, etc.
Write complex procedural language artifacts: PL/SQL, TSQL PL/PgSQL, stored procedures
Perform Shell/Perl/Python Scripting
Reports to the IT/Cyber Program Manager
Qualifications:
Requires 8 years of experience with BS/BA or 5 years with MS/MA or 3 years with PhD or 12 years of experience in lieu of degrees.
Q level or Top-Secret level security clearance preferred
Experience in SQL Server and Oracle
Experience with C-Level/Director level customers in IT/Business to craft their Enterprise Architecture and IT Strategies
Experience leading client specific strategic engagements involving customer/partner teams
Experience with migrating mission critical database environments from one platform to another
Experience working with high availability, disaster recovery and server tuning strategies including parameters, resources, contention, etc.
Experience in writing complex procedural language artifacts: PL/SQL, TSQL PL/PgSQL, stored procedures
Experience in Shell/Perl/Python Scripting
Industry certs a plus",https://www.indeed.com/rc/clk?jk=101510cb850e2189&fccid=280996fb130ce95c&vjs=3
Senior Database Consultant,"Amazon Web Services, Inc.",Mississippi,"$122,300 a year","
8+ years of DBA experience in Oracle, SQL Server, or other commercial/open source database platforms
Experience with migrating mission critical database environments from one platform to another
Experience working with high availability, disaster recovery and server tuning strategies including parameters, resources, contention, etc.
Experience in Shell/Perl/ Scripting
Bachelor's degree in Computer science or equivalent experience

Are you an experienced commercial or open source database platform specialist? Are you an Oracle or SQL Server Platform Specialist? Have you worked on Open source Database platforms like PostgreSQL, MySQL, MariaDB or Casandra? Have you migrated Applications from one Database Engine to another? Do you like to engage with senior leadership and determine ways to optimize the IT Platforms & Infrastructure? Do you like to solve the most complex and high scale data challenges in the world today? Do you want to have an impact in the development and use of new platform technologies? Would you like a career that gives you opportunities to help organizations understand and use cloud computing web services to do big new things faster, at lower cost?

You will collaborate with our customers and partners on key engagements and will develop and deliver proof-of-concept projects, technical workshops, and support implementation projects in order to migrate customer environments to AWS cloud based database platforms.

Our professional services engagements will focus on customer solutions such as high volume mission critical OLTP/OLAP environments, batch data processing, designing and deploying future state petabyte-scale data warehouse service and building and/or designing reference configurations to enable our customers and influence AWS RDS, Aurora, DynamoDB and Redshift adoption.

You will:

Employ customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, standard methodologies, project management and risk mitigation
Work closely with AWS Platform Service Engineering and Architecture teams to help ensure the success of project consulting engagements with customer
Work directly with customers’ technical resources to devise and recommend solutions based on the understood requirements
Think strategically about business, product, and technical challenges in an enterprise environment
Analyze on-premises database environments such as Oracle, SQL Server, or other Commercial DB Engines to Open Source Engines like Aurora PostgreSQL/MySQL or RedShift, DynamoDB.
Work with customers to migrate their database environments to AWS. This may include, but is not limited to Re-Host database platform on AWS, Upgrade/Optimize for AWS, Re-Factor to open source database platform on AWS
Consult for optimal design of database environments, analyzing complex distributed production deployments, and making recommendations to optimize performance
Develop innovative solutions to complex business and technology problems

Our Consultants work with enterprise customers locally, regionally and potentially domestically. As such, Consultants will be required to travel to client locations to sell and deliver professional services as needed.


Experience with C-Level/Director level customers in IT/Business to craft their Enterprise Architecture and IT Strategies
Relevant Application/Database replatforming experience (Commercial to Open Source Engines)
Knowledge of replication technologies such as Oracle GoldenGate, Amazon Database Migration Service, or similar
Experience with mission critical databases across multiple database platforms
Experience in Data Modelling, ETL/ELT workflow management desired & ability to write, tune SQL queries desired
Experience in writing procedural language artifacts: PL/SQL, T-SQL, PL/pgSQL, stored procedures
Experience in AWS Platforms and Service
Experience with Custom/COTS Applications and their implementation/maintenance is highly desired
Experience with TCP/IP Networking
Experience with MS Office (Excel)
Understanding and ability to participate in all phases of the SDLC including requirements gathering, business analysis, configuration management and quality control desired

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

For employees based in Colorado, this position starts at $122,300 per year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered.",https://www.indeed.com/rc/clk?jk=25c2f97d176f7421&fccid=fe2d21eef233e94a&vjs=3
Senior Oracle DataBase Administrator for Ciklum Digital,Ciklum,Remote,,"Description
On behalf of Ciklum Digital, Ciklum is looking for a Senior Oracle DataBase Administrator to join our team on a full-time basis. You will join a highly motivated team and will be working on a modern solution for our existing client.
We are looking for technology experts who want to make an impact on new business by applying best practices and taking ownership


Responsibilities
 Creating storage database structures with high-level security features
 Incident management and regular jobs operational support
 Altering storage structures to meet the evolving needs of the company
 Setting up database user accounts
 Finding and debugging malfunctioning programs affecting the database integrity
 Creating autonomous database backups
 Regularly updating the database security protocols
 Being part of our 24*7 support and involved in early and late shift, participate in On-call duty
Requirements
 Excellent experience as an Oracle database administrator
 Good knowledge of Oracle 10g-19c
 Experience in administration, configuration and installation of:
 Oracle Data Guard
 Real Application Cluster
 ASM
 RMAN (backup/restore via disk and tape)
 Clusterware/Grid infrastructure
 Experience in performance tuning
 Knowledge in SQL and PL/SQL
 OS
 Linux, AIX
 Experience in shell programming
 Korn shell/bash
 3+ years of experience coding in SQL or Java or Python or C# or Scala, with solid CS fundamentals including data structure and algorithm design
 2+ years contributing to production deployments of large backend data processing and analysis systems as a team lead
 Knowledge of Data Warehousing, design, implementation and optimization
 Knowledge of development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.
 Experience participating in an Agile software development team, e.g. SCRUM
 Experience designing, documenting, and defending designs for key components in large distributed computing systems
 A consistent track record of delivering exceptionally high quality software on large, complex, cross-functional projects
 Demonstrated ability to learn new technologies quickly and independently
 Ability to handle multiple competing priorities in a fast-paced environment
 Undergraduate degree in Computer Science or Engineering from a top CS program required. Masters preferred.
Desirable
 Understanding of cloud infrastructure design and implementation
 Experience in backend development and deployment
 Experience in CI/CD configuration
 Good knowledge of data analysis in enterprises
Personal skills
 Curious mind and willingness to work with client in consultative manner to find areas to improve
 Upper-Intermediate or Advanced English language skills (additionally German would be helpful, but is not necessary)
 Good analytical skills
 Good team player, motivated to develop and solve complex tasks
 Self-motivated, self-disciplined and result-oriented
 Strong attention to details and accuracy
What's in it for you
 A Centre of Excellence is ultimately a community that allows you to improve yourself and have fun. Our centers of excellence (CoE) bring together all Ciklumers from across the organization to share best practices, support, advice, industry knowledge and to create a strong community
 Close cooperation with client
 A constant flow of new projects
 Dynamic and challenging tasks
 Ability to influence project technologies
 Projects from scratch
 Team of professionals: learn from colleagues and gain recognition of your skills
 European management style
 Continuous self-improvement",https://www.indeed.com/rc/clk?jk=0c82887519ebde07&fccid=d8dfd5b2c7a4e1a0&vjs=3
GIS System Administrator - REMOTE,Jacobs,"Cincinnati, OH 45275 (Corryville area)•Remote",,"Your Impact:
At Jacobs, we don’t settle – always looking beyond to raise the bar and deliver with excellence. We apply our knowledge and innovation as we look to the future with great optimism and focus. We don’t settle until we give our best and know that we’re making a difference.
As the GIS System Administrator, you’ll provide planning and Tier 3 technical support for delivery of the ESRI platform in North America while contributing as a key member of the Global Enterprise Geospatial Team in the Project Technology Services group at Jacobs.
We’re cutting-edge in our delivery of technology services, and Geospatial technology plays a vital role in how we deliver these services to our clients. Want to know more? Check out this article to gain a better perspective of how we use Geospatial in the move towards the digital revolution.
http://trajectorymagazine.com/jacobs-embracing-the-digital-revolution/
As the GIS Administrator, you’ll:
Support published map services web applications
Support documentation related to best practices and SOP
Install and maintain ESRI software
Utilize ServiceNow ticketing system for user support
Author Knowledge Base articles to enable end user self-service
Measure and refine support delivery for Global Enterprise GIS systems
Create, publish, and manage optimized map services.
Thrive in a dynamic team environment with scientists, planners, engineers, and technologists.
Display attributes of a world-class consultant (team player, eagerness to learn and grow, self-starter that takes initiative, versatile, and has a client service mentality).
Utilize your technical expertise to mentor other professionals, helping your team discover what drives them, nurturing their purpose and guiding them forward.
#corpitjobs #LI-Remote
Here’s What You’ll Need:

Bachelor's degree in Computer Science, Geographic Information Systems, Geography, or directly-related discipline
Advanced experience as a GIS Administrator including ArcGIS Enterprise and Server administration, ArcGIS Online and ArcGIS Enterprise named user/role management and support
Experience with cloud technologies and hosting methodologies (Azure, AWS, GCP)
Significant experience with designing digital workflow ranging from mobile data collection to database management to data visualization.
Significant experience with the ESRI suite of software, including:
Online: ArcGIS Enterprise (Portal), ArcGIS Server, ArcGIS Online, Web AppBuilder
Desktop: ArcGIS Pro, ArcMap, ArcCatalog, ArcScene
Enterprise Geodatabase including traditional and branch versioning
Mobile Apps: ArcGIS Field Maps, Survey123, Workforce, Operations Dashboards o ArcGIS REST API for Python
Significant experience with RDMS such as MS SQL Server. Ability to design and customize database schemas, and write custom SQL for data querying
Jacobs is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, religion, creed, color, national origin, ancestry, sex (including pregnancy, childbirth, breastfeeding, or medical conditions related to pregnancy, childbirth, or breastfeeding), age, medical condition, marital or domestic partner status, sexual orientation, gender, gender identity, gender expression and transgender status, mental disability or physical disability, genetic information, military or veteran status, citizenship, low-income status or any other status or characteristic protected by applicable law. Learn more about your rights under Federal EEO laws and supplemental language.
At Jacobs, we’re challenging today to reinvent tomorrow by solving the world’s most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good. With $13 billion in revenue and a talent force of more than 55,000, Jacobs provides a full spectrum of professional services including consulting, technical, scientific and project delivery for the government and private sector.",https://www.indeed.com/rc/clk?jk=aaf70c4fcf61c252&fccid=de56d7554bea5214&vjs=3
Lead SQL Server DBA with Secret Clearance,Deloitte,"Dallas, TX 75201 (Downtown area)",,"Are you looking to make an immediate impact where you can help our clients solve their business challenges? Deloitte's Core Business Operations (CBO) portfolio operates at the center of our client's business. By joining our team, you could help C-suite and program leaders transform their organization and accelerate mission execution through emerging and disruptive technologies, innovative business models, retooled program operations and industry-driven solutions.

Work you'll do


Perform as Lead SQL Server DBA.

Own and lead the model, logical and physical database design, be involved in reviewing the architecture and review stored procedures.

Own and execute change management against the database and perform ongoing data repair activity while imporing legacy data to fix data irregularities in the existing prduction database.

Perform as an SME in writing and optimizing stored procedures, SQL and load scripts.

Bring experience of working on large distributed SQL Server database environments to solve problems on the projct.

The team


Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.


The Systems Engineering offering is comprised of experienced professionals who help guide clients through their most complex technology challenges. This can include the delivery of large scale software applications & integrated systems, the development of service-oriented architecture (SOA) and other integrations solutions, and the delivery of technology enablement to support CIO services transformation. Our Systems Engineering offering focuses on key client issues that impact the core business, provide operational value, drive down the cost of quality, and enhance technology innovation.


Qualifications


Required:


8+ years of working on complex distributed SQL Server database environments.

Bachelor's degree

Active Secret security clearance required


Desired:

Data Warehouse Skills.

Strong operational database monitoring, optimization, performance tuning, and troubleshooting skills for large distributed SQL Server database.

Travel upto 50%.",https://www.indeed.com/rc/clk?jk=837ba7b7d94b7b7b&fccid=9e215d88a6b33622&vjs=3
Sr Database Administrator,Spectrum,"Charlotte, NC 28202 (Downtown Charlotte area)",,"JOB SUMMARY
Responsible for the design, implementation and maintenance of production databases in compliance with application specifications and company policies, standards and procedures. Manages and maintains all production and non-production databases. Responsible for the design, implementation and maintenance of the automation platform.

MAJOR DUTIES AND RESPONSIBILTIES

Actively and consistently supports all efforts to simplify and enhance the customer experience.

Administer automation platform and assist in code development via Ansible and Oracle Application Express tool set.

Support internal SSRS and Power Bi report development

Supports multiple services and multiple databases of medium complexity with multiple concurrent users, ensuring control, integrity and accessibility of data.

Designs and maintains access and security administration.

Designs, implements and maintains backup and recovery strategies on Database Management Systems.

Supports multiple services and multiple databases of medium complexity with multiple concurrent users, ensuring control, integrity and accessibility of data.

Experience in Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools

Knowledge of Always-On, High Availability (HA) and Disaster Recovery (DR) options for MSSQL Server.

Troubleshoots alerts (alert log, Jobs, Disk Group, Tablespace etc.) and performance issues.

Performs capacity planning of SQL server environment and provides recommendations to management to sustain business growth.

Designs, implements, maintains Disaster Recovery (DR) methodologies and creates documentation.

Gathers business requirements and designs, implements multiple projects along with the production support.

Creates standard operational procedures and templates.

Acts as mentor for Database Administrators and Associate Database Administrators.

Performs research and provides plans to remediate complex business problems.

Assists the development teams to improve database design and procedures on TSQL best practices etc.

REQUIRED QUALIFICATIONS
Skills/Abilities and Knowledge
Ability to read, write, speak and understand English
Strong knowledge of database architecture and its implementation
Strong automation background
Strong understanding of best practices in maintaining medium to large scale SQL Server database systems
Strong programing experience
Strong knowledge of the following programming language (TSQL, PowerShell, Ansible, .net)
Strong understanding of Change Management procedures
Strong knowledge of Instance, database and query tuning to improve the performance of the database/application
Strong understanding of SAN technologies related to SQL server disk layouts
Strong knowledge of Windows operating systems and shell scripting
Strong Knowledge of SSRS and PowerBi
Ability to communicate orally and in writing in a clear and straightforward manner
Ability to communicate with all levels of management and company personnel
Ability to handle multiple projects and tasks
Ability to make decisions and solve problems while working under pressure
Ability to prioritize and organize effectively
Ability to show judgment and initiative and to accomplish job duties
Ability to use personal computer and software applications (i.e. word processing, spreadsheet, etc.)
Ability to work independently
Ability to work with others to resolve problems, handle requests or situations
Ability to effectively consult with department managers and leaders

Education
BA/BS in Information Technology, Computer Science, or related field or equivalent work experience

Related Work Experience
6 to 9 years of experience working with SQL and various database management systems in testing, implementation, maintenance and administration in a multiple platform environment

WORKING CONDITIONS
Office environment
24x7 on-call support IDB333 296550 296550BR",https://www.indeed.com/rc/clk?jk=45ee348f224d9be4&fccid=c2d1b0769a534b4d&vjs=3
